Buffalo,Present,Buffalo_Purchase_Date,Buffalo_Died,Buffalo_Sold_Date,Buffalo_Sold,Fresh_Buffalo / Calved_Buffalo,Reminder,Pregnancy,Test,In_Doubt,Empty_Days,Empty,OK,Pregnancy_Month,पड़ा,Doctor_Name,Month,Medicine,Calf_Born,Calf_Born Reminder,Dry_Period,Care,Calving,Days_Until_Calving,Age_in_Months,Age_in_Days,Milk_Production_Started,Milk_Production_per_Month_(Liters),Daily_Milk_Production_Morning_(Liters),Daily_Milk_Production_Evening(Liters),Total_Milk,Pregnancy_2,Empty_Buffalo_Reminder
75.0,A,,,2023-11-04 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
76.0,A,,,,,2023-06-10 00:00:00,2023-08-10 00:00:00,,,,1094.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
77.0,A,,2023-03-28 00:00:00,,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
78.0,p,2024-02-23 00:00:00,,,,2024-02-23 00:00:00,2024-04-23 00:00:00,,,,836.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
79.0,P,,,,,2023-01-11 00:00:00,2023-03-11 00:00:00,,2023-10-17 00:00:00,,1244.0,,2023-10-17 00:00:00,2023-04-17 00:00:00,,dr sunil,6,,,1900-01-21 00:00:00,2023-11-17 00:00:00,2024-01-17 00:00:00,2024-02-17 00:00:00,842.0,38.4,1152.0,2024-02-17 00:00:00,0.0,,,0.0,2024-02-17 00:00:00,2024-05-17 00:00:00
80.0,A,,,2023-07-25 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
81.0,P,2022-06-20 00:00:00,,,,2022-06-20 00:00:00,2022-08-20 00:00:00,2022-09-25 00:00:00,2023-09-26 00:00:00,,1449.0,,2023-09-26 00:00:00,2023-07-26 00:00:00,,DRV,2,,,1900-01-21 00:00:00,2024-02-26 00:00:00,2024-04-26 00:00:00,2024-05-26 00:00:00,743.0,35.1,1053.0,2024-05-26 00:00:00,0.0,,,0.0,2024-05-26 00:00:00,2024-08-26 00:00:00
82.0,p,,,,,2024-01-07 00:00:00,2024-03-07 00:00:00,,,,883.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
83.0,A,,,2023-01-07 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
84.0,A,,,,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
85.0,p,2024-03-05 00:00:00,,,,2024-03-05 00:00:00,2024-05-05 00:00:00,,,,825.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
86.0,p,2022-12-12 00:00:00,,,,2023-12-07 00:00:00,2024-02-07 00:00:00,,,,914.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
87.0,p,2022-08-27 00:00:00,,,,2022-08-20 00:00:00,2022-10-20 00:00:00,,2023-09-26 00:00:00,S,1388.0,,,00:00:00,,DRV,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
88.0,P,,,,,2023-05-20 00:00:00,2023-07-20 00:00:00,,2024-02-28 00:00:00,,1115.0,,2024-02-28 00:00:00,2023-08-28 00:00:00,,dr sunil,5.5,,,1900-01-21 00:00:00,2024-03-28 00:00:00,2024-05-28 00:00:00,2024-06-28 00:00:00,710.0,34.0,1020.0,2024-06-28 00:00:00,0.0,,,0.0,2024-06-28 00:00:00,2024-09-28 00:00:00
89.0,p,,,,,2024-04-15 00:00:00,2024-06-15 00:00:00,,,,784.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
90.0,A,,,,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
91.0,p,,,,,2023-08-31 00:00:00,2023-10-31 00:00:00,,,,1012.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
92.0,A,,2022-05-04 00:00:00,,,2022-01-27 00:00:00,2022-03-27 00:00:00,,,,1593.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
93.0,p,,,,,2023-08-08 00:00:00,2023-10-08 00:00:00,,,,1035.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
94.0,p,2022-06-16 00:00:00,,,,2023-07-23 00:00:00,2023-09-23 00:00:00,,,,1051.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
95.0,p,2024-02-23 00:00:00,,,,2024-02-23 00:00:00,2024-04-23 00:00:00,,,,836.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
96.0,A,,,2024-01-09 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
97.0,P,,,,,2023-01-15 00:00:00,2023-03-15 00:00:00,,2023-11-09 00:00:00,,1240.0,,2023-11-09 00:00:00,2023-02-09 00:00:00,,"DRV
dr sunil",8.5,,,1900-01-21 00:00:00,2023-09-09 00:00:00,2023-11-09 00:00:00,2023-12-09 00:00:00,912.0,40.733333333333334,1222.0,2023-12-09 00:00:00,0.0,,,0.0,2023-12-09 00:00:00,2024-03-09 00:00:00
98.0,P,2022-08-27 00:00:00,,,,2024-02-08 00:00:00,2024-04-08 00:00:00,,,,851.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
99.0,A,,,2024-03-08 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
100.0,,,,,,2024-03-26 00:00:00,2024-05-26 00:00:00,,,,804.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
101.0,,,,,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
102.0,p,2024-03-05 00:00:00,,,,2024-03-05 00:00:00,2024-05-05 00:00:00,,,,825.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
103.0,P,,,,,2022-07-06 00:00:00,2022-09-06 00:00:00,,2024-01-14 00:00:00,,1433.0,,2024-01-14 00:00:00,2023-09-14 00:00:00,,dr gupta,4,,,1900-01-21 00:00:00,2024-04-14 00:00:00,2024-06-14 00:00:00,2024-07-14 00:00:00,694.0,33.46666666666667,1004.0,2024-07-14 00:00:00,0.0,,,0.0,2024-07-14 00:00:00,2024-10-14 00:00:00
104.0,p,2024-03-05 00:00:00,,,,2024-03-05 00:00:00,2024-05-05 00:00:00,,,,825.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
105.0,A,2022-06-16 00:00:00,,2024-02-11 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
106.0,P,,,,,2023-06-29 00:00:00,2023-08-29 00:00:00,,2024-03-09 00:00:00,,1075.0,,2024-03-09 00:00:00,2023-07-09 00:00:00,,dr sunil,8,,,1900-01-21 00:00:00,2024-02-09 00:00:00,2024-04-09 00:00:00,2024-05-09 00:00:00,760.0,35.666666666666664,1070.0,2024-05-09 00:00:00,0.0,,,0.0,2024-05-09 00:00:00,2024-08-09 00:00:00
107.0,p,2023-08-22 00:00:00,,,,2023-08-22 00:00:00,2023-10-22 00:00:00,,,,1021.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
108.0,P,,,,,2023-09-05 00:00:00,2023-11-05 00:00:00,,2024-03-02 00:00:00,,1007.0,,2024-03-02 00:00:00,2023-06-02 00:00:00,,,8.5,,,1900-01-21 00:00:00,2024-01-02 00:00:00,2024-03-02 00:00:00,2024-04-02 00:00:00,797.0,36.9,1107.0,2024-04-02 00:00:00,0.0,,,0.0,2024-04-02 00:00:00,2024-07-02 00:00:00
109.0,A,,,,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
110.0,p,,,,,2024-01-12 00:00:00,2024-03-12 00:00:00,,,,878.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
111.0,p,,,,,17/2/24,,,,,,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
112.0,p,,,,,2024-01-01 00:00:00,2024-03-01 00:00:00,,,,889.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
113.0,A,,,2023-12-16 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
114.0,A,,,2023-12-21 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
115.0,P,,,,,2023-04-10 00:00:00,2023-06-10 00:00:00,,2024-02-28 00:00:00,,1155.0,,2024-02-28 00:00:00,2023-07-28 00:00:00,,dr sunil,7,,,1900-01-21 00:00:00,2024-02-28 00:00:00,2024-04-28 00:00:00,2024-05-28 00:00:00,741.0,35.03333333333333,1051.0,2024-05-28 00:00:00,0.0,,,0.0,2024-05-28 00:00:00,2024-08-28 00:00:00
116.0,p,2023-08-19 00:00:00,,,,2023-08-19 00:00:00,2023-10-19 00:00:00,,,,1024.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
117.0,A,,,2023-11-30 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
118.0,P,,,,,,1900-02-28 00:00:00,2022-01-19 00:00:00,2023-12-17 00:00:00,,46181.0,,2023-12-17 00:00:00,2023-10-17 00:00:00,,dr gupta,2,,,1900-01-21 00:00:00,2024-05-17 00:00:00,2024-07-17 00:00:00,2024-08-17 00:00:00,660.0,32.333333333333336,970.0,2024-08-17 00:00:00,0.0,,,0.0,2024-08-17 00:00:00,2024-11-17 00:00:00
119.0,p,,,,,2023-09-24 00:00:00,2023-11-24 00:00:00,,,,988.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
120.0,P,,,,,2023-09-18 00:00:00,2023-11-18 00:00:00,,2024-03-30 00:00:00,,994.0,,2024-03-30 00:00:00,2023-11-30 00:00:00,,dr sunil,4,,,1900-01-21 00:00:00,2024-06-30 00:00:00,2024-08-30 00:00:00,2024-09-30 00:00:00,616.0,30.866666666666667,926.0,2024-09-30 00:00:00,0.0,,,0.0,2024-09-30 00:00:00,2024-12-30 00:00:00
121.0,A,,,2024-02-11 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
122.0,P,2022-06-20 00:00:00,,,,2023-08-01 00:00:00,2023-10-01 00:00:00,,2024-01-14 00:00:00,,1042.0,,2024-01-14 00:00:00,2023-10-14 00:00:00,,dr gupta,3,,,1900-01-21 00:00:00,2024-05-14 00:00:00,2024-07-14 00:00:00,2024-08-14 00:00:00,663.0,32.43333333333333,973.0,2024-08-14 00:00:00,0.0,,,0.0,2024-08-14 00:00:00,2024-11-14 00:00:00
123.0,A,,,2024-01-23 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
124.0,p,,,,,2023-09-21 00:00:00,2023-11-21 00:00:00,,,,991.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
125.0,A,,,2023-11-04 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
126.0,P,2023-08-13 00:00:00,,,,2023-08-13 00:00:00,2023-10-13 00:00:00,2023-10-21 00:00:00,2024-01-12 00:00:00,,1030.0,,2024-01-12 00:00:00,2023-09-12 00:00:00,,dr sunil,4,,,1900-01-21 00:00:00,2024-04-12 00:00:00,2024-06-12 00:00:00,2024-07-12 00:00:00,696.0,33.53333333333333,1006.0,2024-07-12 00:00:00,0.0,,,0.0,2024-07-12 00:00:00,2024-10-12 00:00:00
127.0,P,2022-06-16 00:00:00,,,,2023-06-27 00:00:00,2023-08-27 00:00:00,,,,1077.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
128.0,p,,,,,2023-10-13 00:00:00,2023-12-13 00:00:00,,,,969.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
129.0,p,,,,,2023-09-29 00:00:00,2023-11-29 00:00:00,,,,983.0,,,00:00:00,,,,,2023-09-29 00:00:00,2023-10-20 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
130.0,A,,,2024-02-06 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
131.0,A,,,,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
132.0,p,,,,,2023-09-09 00:00:00,2023-11-09 00:00:00,,,,1003.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
133.0,A,,,,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
134.0,P,,,,,2023-03-29 00:00:00,2023-05-29 00:00:00,,2024-01-17 00:00:00,,1167.0,,2024-01-17 00:00:00,2023-07-17 00:00:00,,dr sunil,6,,,1900-01-21 00:00:00,2024-02-17 00:00:00,2024-04-17 00:00:00,2024-05-17 00:00:00,752.0,35.4,1062.0,2024-05-17 00:00:00,0.0,,,0.0,2024-05-17 00:00:00,2024-08-17 00:00:00
135.0,P,,,,,2023-03-29 00:00:00,2023-05-29 00:00:00,,2023-12-08 00:00:00,,1167.0,,2023-12-08 00:00:00,2023-07-08 00:00:00,,,5,,,1900-01-21 00:00:00,2024-02-08 00:00:00,2024-04-08 00:00:00,2024-05-08 00:00:00,761.0,35.7,1071.0,2024-05-08 00:00:00,0.0,,,0.0,2024-05-08 00:00:00,2024-08-08 00:00:00
136.0,p,,,,,2023-02-09 00:00:00,2023-04-09 00:00:00,,2023-09-26 00:00:00,S,1215.0,,,00:00:00,,DRV,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
137.0,p,,,,,2023-09-02 00:00:00,2023-11-02 00:00:00,,,,1010.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
138.0,p,,,,,2023-11-14 00:00:00,2024-01-14 00:00:00,2022-10-11 00:00:00,,,937.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
139.0,P,2023-08-19 00:00:00,2023-12-30 00:00:00,,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
140.0,P,2022-08-10 00:00:00,,,,2023-09-09 00:00:00,2023-11-09 00:00:00,2023-10-09 00:00:00,2024-03-07 00:00:00,,1003.0,,2024-03-07 00:00:00,2023-09-07 00:00:00,,dr sunil,5.5,,,1900-01-21 00:00:00,2024-04-07 00:00:00,2024-06-07 00:00:00,2024-07-07 00:00:00,701.0,33.7,1011.0,2024-07-07 00:00:00,0.0,,,0.0,2024-07-07 00:00:00,2024-10-07 00:00:00
141.0,p,,,,,2024-01-22 00:00:00,2024-03-22 00:00:00,,,,868.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
142.0,p,2022-08-10 00:00:00,,,,2023-08-29 00:00:00,2023-10-29 00:00:00,,,,1014.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
143.0,p,2023-08-19 00:00:00,,,,2023-08-19 00:00:00,2023-10-19 00:00:00,,,,1024.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
144.0,p,2023-08-19 00:00:00,,,,2023-08-19 00:00:00,2023-10-19 00:00:00,,,,1024.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
145.0,P,,,,,2023-02-15 00:00:00,2023-04-15 00:00:00,,2024-01-15 00:00:00,,1209.0,,2024-01-15 00:00:00,2023-06-15 00:00:00,,dr sunil,6.5,,,1900-01-21 00:00:00,2024-01-15 00:00:00,2024-03-15 00:00:00,2024-04-15 00:00:00,784.0,36.46666666666667,1094.0,2024-04-15 00:00:00,0.0,,,0.0,2024-04-15 00:00:00,2024-07-15 00:00:00
146.0,A,2022-06-07 00:00:00,,2024-01-03 00:00:00,,,1900-02-28 00:00:00,,,,46181.0,,,00:00:00,,,,,,1900-01-21 00:00:00,1900-07-31 00:00:00,1900-10-01 00:00:00,1900-10-31 00:00:00,45876.0,1539.5333333333333,46186.0,1900-10-31 00:00:00,0.0,,,0.0,1900-10-31 00:00:00,1901-01-31 00:00:00
